統一編號,公司代號,公司全稱,公司簡稱,行業大類,最大廠所處縣市,此份永續報告的邊界,是否承諾淨零排放／碳中和,預計達成淨零排放／碳中和年份,是否設定中期溫室氣體絕對減量目標,中期減量目標年設定,中期溫室氣體絕對減量目標值（百分比）,中期減量基準年設定,中期減量基準年排放量,中期目標是否取得SBT認證,2024年度總能源使用量,2023年度總能源使用量,2022年度總能源使用量,2024營收資料,當年度總用電量,是否設定節能目標,節能目標年設定,節能目標值（百分比）,節電目標值設定（百分比）,是否達成政府用電大戶再生能源建置義務,再生能源裝置容量,是否設定再生能源使用目標,再生能源目標年設定,再生能源目標值（百分比）,是否取得RE100認證,是否說明關鍵減量策略,是否揭露近三年溫室氣體排放資料,範疇一/類別一（值）,範疇二/類別二（值）,類別三（值）,類別四（值）,類別五（值）,類別六（值）,範疇三（值）,是否設定範疇三減量目標,範疇三減量目標實際作為,是否揭露各項能源使用細項,2024年度使用的各種能源項目,再生能源使用佔總發電量（百分比）,再生能源使用來源（自發自用、購電協議、再生能源憑證）,是否生產支持轉型至低碳經濟之產品/服務,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,Scope 3 類別 1 (購買商品或服務),Scope 3 類別 2 (資本商品),Scope 3 類別 3 (燃料與能源相關活動),Scope 3 類別 4 (上游運輸和配送),Scope 3 類別 5 (營運廢棄物),Scope 3 類別 6 (商務旅行),Scope 3 類別 7 (員工通勤),Scope 3 類別 8 (上游租賃資產),Scope 3 類別 9 (下游運輸和配送),Scope 3 類別 10 (銷售產品的加工),Scope 3 類別 11 (使用銷售產品),Scope 3 類別 12 (銷售產品廢棄處理),Scope 3 類別 13 (下游租賃資產),Scope 3 類別 14 (特許經營),Scope 3 類別 15 (投資),符合永續指引之營收 (Turnover) 佔比,符合永續指引之資本支出 (CapEx) 佔比,符合永續指引之營運費用 (OpEx) 佔比,單位產品溫室氣體排放強度 (特定製程),2019 碳排放量,2020 碳排放量,2021 碳排放量,2022 碳排放量,2023 碳排放量（公噸二氧化碳當量）,2024 碳排放量（公噸二氧化碳當量）,2019 範疇一量,2020 範疇一量,2021 範疇一量,2022 範疇一量,2023 範疇一量（公噸二氧化碳當量）,2024 範疇一量（公噸二氧化碳當量）,2019 範疇二量,2020 範疇二量,2021 範疇二量,2022 範疇二量,2023 範疇二量（公噸二氧化碳當量）,2024 範疇二量（公噸二氧化碳當量）,減量預期,總碳排放量_2022,總碳排放量_2023,總碳排放量_2024,營收_2022,營收_2023,營收_2024,碳強度_2024,碳強度_2023,碳強度_2022,總用電量_2022,總用電量_2023,總用電量_2024,再生能源裝置量_2022,再生能源裝置量_2023,再生能源裝置量_2024,燃煤使用量_2022,燃煤使用量_2023,燃煤使用量_2024,能效進步率_2022_2024,關鍵減量策略,碳費佔淨利_%
23535435,3037,欣興電子股份有限公司,欣興,電子業,新竹縣,,承諾在 2050 年達成碳中和目標,2050,TRUE,2030,30%,2020,NA,無,"7,522,402,000",NA,NA,,"1,282,074,000",FALSE,NA,NA,NA,NA,0,FALSE,2030,NA,FALSE,FALSE,TRUE,"30,704","633,345",620,"226,163","4,614",NA,"231,398",FALSE,回收再利用(包材/金鹽/銅)、提升運輸效率,TRUE,"電力: 1,282,074000 度; 天然氣: 11,877,766 立方米; 柴油: 181 公秉; 汽油: 51 公秉; 液化石油氣: 7 公秉;",0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"552,771","537,380","561,465",,,,"24,253","25,232","27,994",,,,"528,518","512,149","533,471","4,100,600 公噸 CO2e","552,771","537,380","561,465","140,489,172,000","104,036,151,000","115,373,282,000",4.87,5.17,3.93,"1,741,819,000","1,763,996,000","1,282,074,000",,,0,,,,,2025年：推行廠區節能改善、建置太陽能光電設施與再生能源採購，碳排放量較預計峰值減少8%（2025年為碳達峰年）。2030年：購買再生能源及自設綠電設施，碳排放量較預計峰值減少30%。2050年：持續節能改善、增加再生能源購買並評估碳權抵換，達成碳中和。,0.7%
23218395,9957,燁聯鋼鐵股份有限公司,燁聯,鋼鐵業,高雄市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"570,137","485,004","529,314",,,,"239,649","190,758","223,796",,,,"330,488","294,246","305,518",資料不足，無法計算,"570,137","485,004","529,314","53,758,176,000","43,389,118,000","46,520,125,000",11.38,11.18,10.61,,,,,,,,,,,,淨利為負值
16096804,8046,南亞電路板股份有限公司,南電,電子業,桃園市,,達成淨零碳排願景，目標年為 2050 年,2050,TRUE,2030,25%,2020,"419,319",遠低於2°C,"2,089,047,310","2,059,959,040","1,787,638,510",,"458,516,667",FALSE,NA,NA,2%,NA,347,FALSE,2026,NA,FALSE,TRUE,TRUE,"5,992","425,684",NA,NA,NA,NA,NA,TRUE,建立廠區支援生產、視訊會議、出差共乘制度,TRUE,電力: 1650659.80 GJ; 蒸氣: 435918.02 GJ; 再生能源: 1394.48 GJ; 柴油: 682.7 GJ; 液化石油氣: 345.22 GJ; 汽油: 47.09 GJ;,0,自發自用,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"486,877","442,870","427,914",,,,"9,388","3,228","5,498",,,,"477,489","439,642","422,416","4,100,600 公噸 CO2e","486,877","442,870","427,914","64,646,836,000","42,252,578,000","32,283,331,000",13.25,10.48,7.53,,,"458,516,667",,347,347,,,,134.0%,"2025年：導入綠電921萬度，溫室氣體排放降低2%。2026年至2030年：二期太陽能發電2026年完工（年發電量可達102萬度）、每年使用綠電1,875萬度，溫室氣體排放每年降低3%。2030年：範疇一、二排放量較2020基準年共計減量25%、範疇三減少12.3%（SBTi審核通過）。",2.0%
04212250,1312,國喬石油化學股份有限公司,國喬,石化業,高雄市,,國喬碳中和目標及減量路徑，以 2020 年為基準年，預計 2050 年達到碳中和目標,2050,TRUE,2030,40%,2020,"561,960",無,"4,740,253,640","4,742,213,040","5,039,392,730",,"6,865,564",FALSE,NA,NA,1%,NA,0,FALSE,NA,NA,FALSE,TRUE,TRUE,"503,346","3,254",NA,NA,NA,NA,"760,630",FALSE,執行供應商溫室氣體盤查、推動綠色採購、要求關鍵供應商執行碳中和,TRUE,外購電力: 24716.03 GJ; 液化天然氣: 481561.64 GJ; 煤: 4797929.52 GJ; 重油: 10970.24 GJ;,0,,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"354,857","437,353","506,600",,,,"318,972","416,998","503,347",,,,"35,885","20,354","3,254","4,100,600 公噸 CO2e","354,857","437,353","506,600","18,176,626,000","15,719,189,000","16,418,417,000",30.86,27.82,19.52,,,"6,865,564",,,0,"47,709","137,443","191,366",4.1%,2025年：汽電廠冷卻風扇水輪機改造、SM-2與SM-3廠蒸汽整合應用、塑膠廠冰水機汰舊換新、以天然氣取代部分煤碳（減碳量6萬噸），排碳量較2020年基準年削減10%（至50萬噸）。2030年：燃煤鍋爐不發電（減碳量16萬噸），削減40%（至34萬噸）。2040年：汽電鍋爐不發電、改燒天然氣（減碳量12萬噸），削減60%（至22萬噸）。2050年：配合國家目標達到淨零排放。,淨利為負值
89390656,2408,南亞科技股份有限公司,南亞科,半導體業,新北市,,NA,NA,TRUE,2030,25%,2020,NA,遠低於2°C,"3,223,083,600","3,085,480,800","2,994,703,200",,"801,326",FALSE,2030,NA,NA,NA,27,TRUE,2030,25%,FALSE,TRUE,TRUE,"39,063","370,075",NA,NA,NA,NA,"817,588",TRUE,主要排放源來自價值鏈上游購買的商品與服務、協助供應商進行節能減碳相關專案、加入SBTi科學減碳目標倡議,TRUE,電力: 801326 MWh; 天然氣: 5630508 立方公尺; 柴油: 20000 公升; 蒸汽: 46340 公噸;,0,自發自用,TRUE,NA,"157,262","37,159","77,817","2,372","1,328",130,"1,723",NA,"2,272",NA,501684,NA,NA,NA,"35,841",,,,,,,,"430,644","430,324","408,048",,,,"59,788","56,654","37,973",,,,"370,856","373,670","370,075","4,100,600 公噸 CO2e","430,644","430,324","408,048","56,952,275,000","29,892,306,000","34,131,667,000",11.96,14.40,7.56,"744,299,000","766,442,000","801,326",27,27,27,,,,79.6%,"2025年：節能措施累積節能總量達75,000 MWh（2017年起）、再生能源使用達45,000 MWh、製程全氟化物（PFCs）排放削減量達93%以上，範疇一、二排放量較2020年減少12.5%、範疇三產品單位排放較2020年減量13.5%。2030年：SBT目標，範疇一、二排放量較2020年基準年減少25%，範疇三產品單位排放較2020年減量27%。",淨利為負值
04388145,非上市櫃,台灣康寧顯示玻璃股份有限公司,台灣康寧,非金屬製品加工業,台中市,,無承諾,NA,TRUE,2028,30%,2021,"3,300,000",無,"35,280,000,000","36,000,000,000","36,720,000,000",,NA,FALSE,NA,NA,NA,NA,NA,FALSE,2030,NA,FALSE,TRUE,TRUE,"3,800,000",NA,NA,NA,NA,NA,NA,TRUE,供應商碳排數據蒐集計畫、優化物流運輸路線、推動供應商去碳化,FALSE,,NA,購電協議; 再生能源憑證,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"448,315","418,258","395,046",,,,"44,897","41,826","41,931",,,,"403,417","376,432","353,116","4,098,588 公噸 CO2e","448,315","418,258","395,046",,,,,,,,,NA,,,NA,,,,,2028年：提升能源效率、投資低碳技術並擴大再生能源電力使用，範疇一與範疇二絕對排放較2021年基準年減少30%（SBTi核可）。2028年：透過供應商營運去碳化計畫，範疇三排放較2021年基準年減少17.5%。,無法計算
03795101,1722,台灣肥料股份有限公司,台肥,石化業,台中市,,設定2030減碳達46%，2050年達到淨零排放之目標,2050,TRUE,2030,46%,2024,NA,無,"656,500,000","651,090,000","680,100,000",,"94,767,842",FALSE,2025,NA,2%,NA,0,FALSE,NA,NA,FALSE,TRUE,TRUE,"392,869","46,569",NA,NA,NA,NA,NA,FALSE,NA,TRUE,電力: 341.16 TJ; 天然氣: 290.35 TJ; 蒸汽: 17.07 TJ; 燃料油: 6.20 TJ; 柴油: 1.72 TJ;,0,無,TRUE,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"494,916","413,921","423,763",,,,"451,006","372,489","384,324",,,,"43,909","41,432","39,439","4,108,720 公噸 CO2e","494,916","413,921","423,763","15,052,251,000","15,014,788,000","11,873,258,000",35.69,27.57,32.88,"99,952,778","95,808,333","94,767,842",,,0,,,,22.4%,2030年：以製程改善、低碳能源替代及再生能源使用為主要減量手段，減碳達46%（基準年2024年）。2040年：硝酸工場增設DeN2O觸媒設備，減量35.5萬噸二氧化碳當量。2050年：達到淨零排放，執行各減碳方案後再研議購買碳權或再生能源憑證補足缺口。,3.0%
07066907,1718,中國人造纖維股份有限公司,中纖,石化業,高雄市,,無承諾,,TRUE,2030,6%,2024,"349,657",無,"3,494,375,000","4,043,779,000","4,666,639,000",,"248,437,550",FALSE,NA,NA,NA,NA,0,FALSE,NA,NA,FALSE,TRUE,FALSE,"338,953","10,705",NA,NA,NA,NA,NA,FALSE,NA,TRUE,電力(外購): 79815 GJ; 天然氣: 230689 GJ; 煤炭: 3062498 GJ; 重油: 121373 GJ;,0,無,TRUE,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"438,890","410,657","351,230",,,,"428,636","395,245","338,854",,,,"10,254","15,412","12,376","4,108,720 公噸 CO2e","438,890","410,657","351,230","34,118,148,000","38,770,310,000","45,380,155,000",7.74,10.59,12.86,"305,267,015","275,835,100","248,437,550",,,0,"157,267","141,956","120,330",-43.7%,2030年：汰除高耗能設備改為低耗能設備、馬達加裝變頻器、採購低汙染熱能與天然氣作為熱源、進行鍋爐燒機改造等節能措施，自基準年2024年起每年至少減量1%，達成減量6%之目標。,3.2%
15395706,非上市櫃,義芳化學工業股份有限公司,義芳化學,石化業,桃園市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"376,117","404,894","410,138",,,,"314,294","361,545","375,613",,,,"61,823","43,350","34,525",資料不足，無法計算,"376,117","404,894","410,138",,,,,,,,,,,,,"167,011","162,488","174,971",,,無法計算
22099218,2344,華邦電子股份有限公司,華邦電,半導體業,台中市,,承諾 2050 淨零排放,2050,TRUE,2030,42%,2023,"400,684",承諾設定科學基礎目標,"2,927,142,000","2,951,263,000","2,807,177,000",,"2,527,712,000,000",TRUE,2030,15%,15%,NA,"1,319",TRUE,2030,50%,FALSE,TRUE,TRUE,"49,316","346,858",NA,NA,NA,NA,"405,474",TRUE,低碳運輸、推動供應鏈減碳、產品碳足跡盤查,TRUE,電力: 3205928 十億焦耳; 天然氣: 1550 十億焦耳; 柴油: 136 十億焦耳; 汽油: 62 十億焦耳; 液化石油氣: 936 公噸; 燃料油: 16498 十億焦耳;,0,自發自用、購電協議、再生能源憑證,TRUE,NA,"323,883",NA,"74,237","1,433","2,570",372,"2,980",NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"304,607","397,007","383,761",,,,"37,151","44,009","49,055",,,,"267,455","352,998","334,706","4,106,690 公噸 CO2e","304,607","397,007","383,761","94,529,790,000","75,006,078,000","81,609,768,000",4.70,5.29,3.22,"761,000,000","794,100,000","2,527,712,000,000",499,"1,318","1,319",,,,20.8%,2030年：推動製程含氟氣體削減（製程改善及加裝尾氣處理設備）、用電節能與使用再生能源（臺灣生產廠區使用50%綠電），範疇一、二排放量較2023年基準年減量42%、範疇三減量25%。2050年：依淨零路徑圖推動新式尾氣削減技術、含氟氣體替代技術、氫能、碳中和天然氣及再生能源，達成淨零排放。,302.2%
70584724,非上市櫃,艾杰旭顯示玻璃股份有限公司,艾杰旭,非金屬製品加工業,雲林縣,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"372,497","389,006","389,060",,,,"102,227","109,046","114,705",,,,"270,270","279,960","274,355",資料不足，無法計算,"372,497","389,006","389,060",,,,,,,,,,,,,,,,,,無法計算
22522453,非上市櫃,亞東工業氣體股份有限公司,亞東氣體,石化業,台中市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"324,260","356,607","377,626",,,,"8,539","14,157","7,663",,,,"315,722","342,451","369,963",資料不足，無法計算,"324,260","356,607","377,626",,,,,,,,,,,,,,,,,,無法計算
22099548,2337,旺宏電子股份有限公司,旺宏,半導體業,新竹市,,旺宏訂定 2050 年淨零排放為長期目標,2050,TRUE,2030,,2023,"375,001",無,"2,037,130,000","1,962,022,000","1,867,660,000",,"530,437,778",FALSE,NA,NA,NA,TRUE,430,FALSE,2025,NA,FALSE,TRUE,FALSE,"116,038","252,226",NA,NA,NA,NA,"204,910",TRUE,盤查範疇三排放量、評估價值鏈排放量貢獻、客戶要求旺宏積極減碳,TRUE,電力: 1909576 GJ; 天然氣: 87047 GJ; 柴油: 1193 GJ; 汽油: 273 GJ; 液化石油氣: 260 GJ;,0,自發自用、外購再生能源,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"366,040","355,303","348,205",,,,"135,496","119,135","115,448",,,,"230,545","236,169","232,757","4,106,690 公噸 CO2e","366,040","355,303","348,205","43,487,454,000","27,623,608,000","25,883,475,000",13.45,12.86,8.42,"499,271,389","520,643,889","530,437,778",430,430,430,,,,83.3%,2025年：裝設氟系氣體削減設備、提升綠電使用率及節能措施，較無作為情境（BAU）減量20%。2030年：依減碳路徑規劃較BAU減量35%。2050年：透過製程改善、能效提升、提高再生能源使用比例及規劃碳權取得，達成臺灣據點淨零排放（較BAU減量100%）。,淨利為負值
80354671,非上市櫃,慶欣欣鋼鐵股份有限公司,慶欣欣,鋼鐵業,彰化縣,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"373,455","351,944","242,749",,,,"146,328","136,602","47,996",,,,"227,127","215,342","194,753",資料不足，無法計算,"373,455","351,944","242,749",,,,,,,,,,,,,,,,,,無法計算
14057995,1710,東聯化學股份有限公司,東聯,石化業,高雄市,,展望2050年，東聯化學將以碳中和為最終目標,2050,TRUE,2030,35%,2021,"353,155",無,"3,132,611,680","3,153,367,222","2,834,659,820",,"430,300,800",TRUE,2025,5%,2%,TRUE,109,TRUE,2032,10%,FALSE,FALSE,TRUE,"21,291","300,242","40,990","489,702",NA,NA,"530,692",TRUE,汰換老舊運輸車輛、推動交通車共乘與提早發車、推動綠色採購,TRUE,"蒸汽: 540,449 噸; 電力: 430,300,800 度; 天然氣: 495,370.6 立方米; 柴油: 20,185 加崙; 汽油: 7.403 千公升;",0,"為因應用電大戶條款，2023 年已採購年發電量約 7,675,000 度之再生能源，達契約容量 10%。2024 年義 務裝置容量為 5,115.06 瓩，除自設 108.78 瓩太陽能系統外，並購買 6,160 瓩相當於 7,700,000 度的太陽能再 生電力及憑證，總履行容量達 6,268.78 瓩，符合法規要求。",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"340,053","343,759","312,715",,,,"30,434","26,542","20,976",,,,"309,619","317,217","291,739","4,102,630 公噸 CO2e","340,053","343,759","312,715","22,081,099,000","20,816,931,000","23,784,620,000",13.15,16.51,15.40,"467,971,200","452,120,370","430,300,800",,,109,,,,2.6%,2025年：以2021年為基準，年平均減碳率1%。2028年：評估規劃高效率低碳汽電共生系統並購買再生能源憑證，年平均減碳率2%（以2021年為基準）。2030年：碳排放量較2021年減少35%。2050年：達成淨零排放（範疇一、二）。,淨利為負值
22318678,非上市櫃,亞東石化股份有限公司,亞東石化,石化業,桃園市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"339,529","338,343","285,074",,,,"232,651","246,105","216,386",,,,"106,879","92,238","68,688",資料不足，無法計算,"339,529","338,343","285,074",,,,,,,,,,,,,,,,,,無法計算
16082267,6239,力成科技股份有限公司,力成,半導體業,新竹縣,,為了達成 2050 淨零排放目標，力成科技攜手客戶、供應商參與「製造業以大帶小低碳轉型計畫」,2050,TRUE,2030,15%,2020,"414,692",無,"2,580,696,190","2,440,671,950","2,757,696,700",,"712,134,409",FALSE,NA,NA,1%,NA,NA,TRUE,2030,15%,FALSE,FALSE,TRUE,"7,456","339,417","11,843","251,269",392,NA,"263,504",FALSE,攜手供應商減碳行動、製造業以大帶小低碳轉型計畫、進行組織型溫室氣體盤查,TRUE,電力: 2563683.87 GJ; 天然氣: 16554.71 GJ; 柴油: 457.61 GJ;,0,自發自用、轉供再生能源、再生能源憑證,TRUE,NA,"68,019","64,841","116,327",209,974,92,"11,038","1,107",504,NA,NA,NA,392.19,NA,NA,,,,,,,,"347,265","306,448","304,128",,,,"6,732","12,132","5,574",,,,"340,534","294,316","298,554","4,100,600 公噸 CO2e","347,265","306,448","304,128","83,926,735,000","70,440,945,000","73,315,042,000",4.15,4.35,4.14,"762,718,036","681,688,744","712,134,409",,,NA,,,,7.1%,2025年：透過再生能源使用、老舊設備替換、製程節能與省電照明等措施，較2020年減碳5%，再生能源比例達5%。2030年：較2020年減碳15%，再生能源比例達15%。2050年：達到淨零排放，並接軌RE100使用100%再生能源。,0.4%
35412204,1605,華新麗華股份有限公司,華新,鋼鐵業,台南市,,承諾2030年達成較2014年減少15%之單位產品溫室氣體排放量，為邁向低碳經濟努力，達成2050淨零碳排目標,2050,TRUE,2030,,2014,,無,"10,107,910,000","10,300,000,000","8,380,425,000",,"1,001,613,889",FALSE,NA,NA,2%,NA,"5,500",FALSE,NA,NA,FALSE,TRUE,TRUE,"146,028","196,717","115,680","2,307,536",NA,NA,"2,423,215",TRUE,成立華新麗華低碳聯盟、要求供應商簽署經營管理承諾書、輔導高風險供應商改善,TRUE,天然氣: 4600.03 10^3 GJ; 外購電力: 3605.81 10^3 GJ; 自發自用綠電: 1050.25 10^3 GJ; 柴油: 303.24 10^3 GJ; 液化石油氣: 172.73 10^3 GJ; 車用汽油: 108.44 10^3 GJ;,0,自發自用,TRUE,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"310,709","293,730","309,184",,,,"128,062","123,575","134,232",,,,"182,647","170,154","174,952","4,088,420 公噸 CO2e","310,709","293,730","309,184","180,400,719,000","189,839,626,000","179,318,340,000",1.72,1.55,1.72,,,"1,001,613,889",,,"5,500",,,,21.3%,2050年：透過盤查與節能、創能、綠能交易、新技術低碳生產、低碳技術外部化，達成淨零碳排。,1.2%
07435515,1409,新光合成纖維股份有限公司,新纖,紡織業,桃園市,,設定了各階段減少溫室氣體排放及 2050 年淨零碳排目標,2050,FALSE,NA,NA,2021,"373,440",承諾設定科學基礎目標,"2,993,900,000",NA,NA,,"381,527,778",TRUE,2025,8%,2%,TRUE,"5,079",FALSE,NA,NA,FALSE,TRUE,TRUE,"109,343","178,770",NA,NA,NA,NA,NA,FALSE,推動衣to衣循環回收、使用環保聚酯(r-PET)、推動低碳物流合作機制,TRUE,電力: 1350.5 TJ; 天然氣: 1206.4 TJ; 燃煤: 341.0 TJ; 重油: 63.8 TJ; 綠電: 23 TJ; 柴油: 9.4 TJ;,0,綠電採購、再生能源憑證,TRUE,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"322,467","287,173","286,691",,,,"123,911","106,566","109,312",,,,"198,556","180,607","177,379",,"322,467","287,173","286,691","45,967,673,000","39,565,140,000","46,149,165,000",6.21,7.26,7.02,,,"381,527,778",,,"5,079","16,118","17,888","16,778",,2025年：推動低碳燃料替代及提高能源效率，較基準年2021年減碳7%。2030年：研發低碳循環再生產品、發展再生能源，並於2030年前投入7.5億元於節能改善、燃煤改燃氣、CO2回收利用等減碳專案，較基準年2021年減碳22%。2050年：發展氫能及碳捕捉技術應用，達成淨零排放。,6.1%
22507241,2449,京元電子股份有限公司,京元電子,半導體業,苗栗縣,,2050年達成淨零排放,2050,TRUE,2030,15%,2022,"419,045",無,"3,280,382,620","2,914,304,760","2,859,557,200",,"902,493,151",FALSE,2030,NA,2%,NA,NA,TRUE,2030,20%,FALSE,TRUE,TRUE,"8,638","445,017",NA,NA,NA,NA,"503,695",TRUE,輔導供應商進行碳足跡盤查、評估低碳包材使用,TRUE,外購電力: 3192275.34 GJ; 外購蒸氣: 15228.10 GJ; 化石燃料: 7689.66 GJ; 自產太陽能: 8489.52 GJ; 外購再生能源: 56700.00 GJ;,0,「京隆為自發自用」、「京元(KYEC)透過外購之再生能源轉供」(即CPPA/購電協議),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"278,837","280,120","304,252",,,,"4,941","4,476","6,162",,,,"273,896","275,644","298,090","4,104,660 公噸 CO2e","278,837","280,120","304,252","36,781,996,000","33,025,307,000","26,856,031,000",11.33,8.48,7.58,"782,112,589","795,781,464","902,493,151",,,NA,,,,57.1%,2025年：推動節能專案並透過綠電轉供使再生能源達總用電量10%，範疇一、二排放量較2022年減少10%。2030年：購買再生能源與碳權、執行廠內節能專案與環保冷媒替代、廠區屋頂增設太陽能發電系統，排放量較2022年基準年減少15%。2050年：範疇一、二排放量較2022年減少100%（再生能源佔總用電量100%）。,1.1%
79254702,非上市櫃,協勝發鋼鐵廠股份有限公司,協勝發,鋼鐵業,高雄市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"262,674","274,545","251,920",,,,"83,137","83,797","77,807",,,,"179,537","190,748","174,113",資料不足，無法計算,"262,674","274,545","251,920",,,,,,,,,,,,,,,,,,無法計算
16450500,6116,瀚宇彩晶股份有限公司,彩晶,光電業,台南市,,訂定 2045 年達成淨零排放的長期目標,2045,TRUE,2030,30%,2020,"396,122",無,"1,688,793,390","1,997,347,840","2,077,753,360",,"431,620,262",FALSE,NA,NA,1%,NA,NA,TRUE,2030(特定產線),100%,FALSE,TRUE,TRUE,"14,541","196,415",271,0,"111,703","2,213","114,187",TRUE,推動供應商碳盤查與目標管理、強化減碳能力建構與資源共享、促進再生能源使用,TRUE,電力: 442051262 度; 天然氣: 2847421 立方公尺; 柴油: 5211 公升; 汽油: 43402 公升; 蒸氣: 3088770 公升; 液化石油氣: 14347 公斤;,0,自發自用、再生能源憑證（電證合一）,TRUE,98%,"63,226","45,349",NA,76,"3,128",79,"2,134",NA,195,NA,0,0,NA,NA,NA,,,,,,,,"316,162","265,840","209,793",,,,"58,445","16,777","14,163",,,,"257,717","249,063","195,630","4,100,600 公噸 CO2e","316,162","265,840","209,793","17,050,760,000","12,352,965,000","9,964,484,000",21.05,21.52,18.54,"543,993,700","526,581,554","431,620,262",,,NA,,,,39.1%,2030年：全面安裝氟氣體燃燒減量設備、推動高耗能設備替換、提升製程能源使用效率並擴大再生能源使用（南京廠區2027年100%使用再生能源），範疇一與範疇二溫室氣體較2020年減量30%、關鍵供應商（範疇三）減量20%。2045年：實現淨零排放。,淨利為負值
07838854,2014,中鴻鋼鐵股份有限公司,中鴻,鋼鐵業,高雄市,,2050 年達成碳中和,2050,TRUE,2030,25%,2018,"379,254",無,"2,939,034,000",NA,NA,,NA,FALSE,NA,NA,2%,TRUE,NA,FALSE,NA,NA,FALSE,TRUE,TRUE,"128,052","110,891","47,716","3,390,133",NA,NA,"3,437,850",FALSE,綠色產品開發降低下游加工耗能、要求供應商提供碳足跡、使用再生材原料,TRUE,"天然氣: 2,046,951GJ; 電力(非再生): 861274 GJ; 電力(再生): 22588 GJ;",0,購買綠電、再生能源憑證,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"258,418","260,634","222,861",,,,"138,165","142,832","124,542",,,,"120,253","117,802","98,318","4,096,540 公噸 CO2e","258,418","260,634","222,861","44,503,494,000","37,764,208,000","30,461,521,000",7.32,6.90,5.81,,,NA,,,NA,,,,,"2025年：從公用設備系統效率推動節能、開發屋頂光電潛力並導入綠電，較2018年基準年（379,254公噸CO2e）減量7%。2030年：導入蓄熱式加熱爐、高效率貫流式鍋爐，較2018年減量25%。2040年：提高綠電使用量並擴大綠電類別（光電、風電等），較2018年減量50%。2050年：加熱爐、蒸氣鍋爐、焙燒爐改造全氫燃燒系統，達成碳中和。",39.7%
